+----------------------------------------------------+------------------------------------------------------------+---------+----------+---------+-----------+--------------------------------------------------------------+--------+---------------------------------------------------------------------------+
*** WARNING ***
The block and item IDs are dynamic and will be different on each world!
DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)
*** ALSO ***
The server doesn't have a list of sub block and sub items
(= items with different damage value or blocks with different metadata).
That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.
NOTE: The metadata value displayed is from the ItemStacks from getSubBlocks(), it's NOT necessarily the metadata value in world!!
NOTE: For blocks, Subtypes = true is only based on the number of returned ItemStacks from getSubBlocks() being > 1
NOTE: For blocks, Subtypes = ? means that Item.getItemFromBlock(block) returned null or the command was run on the server side
The Exists column indicates whether the block currently exists in the game,
or is just a placeholder dummy air block for a remove block read from the block ID map in the level.dat file
+----------------------------------------------------+------------------------------------------------------------+---------+----------+---------+-----------+--------------------------------------------------------------+--------+---------------------------------------------------------------------------+
| Mod name                                           | Registry name                                              | BlockID | Subtypes | Item ID | Item meta | Display name                                                 | Exists | Ore Dict keys                                                             |
| Actually Additions                                 | actuallyadditions:blockColoredLampOn                       |     254 |     true |    4150 |        15 | Black Lamp (On)                                              | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockCompost                             |     275 |    false |    4170 |         0 | Compost                                                      | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockCrystal                             |     231 |     true |    4127 |         0 | Restonia Crystal Block                                       | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockCrystal                             |     231 |     true |    4127 |         1 | Palis Crystal Block                                          | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockCrystal                             |     231 |     true |    4127 |         2 | Diamatine Crystal Block                                      | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockCrystal                             |     231 |     true |    4127 |         3 | Void Crystal Block                                           | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockCrystal                             |     231 |     true |    4127 |         4 | Emeradic Crystal Block                                       | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockCrystal                             |     231 |     true |    4127 |         5 | Enori Crystal Block                                          | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockCrystalEmpowered                    |     232 |     true |    4128 |         0 | Empowered Restonia Crystal Block                             | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockCrystalEmpowered                    |     232 |     true |    4128 |         1 | Empowered Palis Crystal Block                                | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockCrystalEmpowered                    |     232 |     true |    4128 |         2 | Empowered Diamatine Crystal Block                            | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockCrystalEmpowered                    |     232 |     true |    4128 |         3 | Empowered Void Crystal Block                                 | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockCrystalEmpowered                    |     232 |     true |    4128 |         4 | Empowered Emeradic Crystal Block                             | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockCrystalEmpowered                    |     232 |     true |    4128 |         5 | Empowered Enori Crystal Block                                | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockCrystalOil                          |     310 |    false |    4205 |         0 | Crystallized Oil                                             | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockDirectionalBreaker                  |     241 |    false |    4137 |         0 | Long-Range Breaker                                           | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockDisplayStand                        |     225 |    false |    4121 |         0 | Display Stand                                                | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockDropper                             |     293 |    false |    4188 |         0 | Automatic Precision Dropper                                  | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockEmpoweredOil                        |     311 |    false |    4206 |         0 | Empowered Oil                                                | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockEmpowerer                           |     222 |    false |    4118 |         0 | Empowerer                                                    | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockEnergizer                           |     258 |    false |    4153 |         0 | Energizer                                                    | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockEnervator                           |     259 |    false |    4154 |         0 | Enervator                                                    | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockFarmer                              |     220 |    false |    4116 |         0 | Farmer                                                       | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockFeeder                              |     277 |    false |    4172 |         0 | Automatic Feeder                                             | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockFermentingBarrel                    |     270 |    false |    4165 |         0 | Fermenting Barrel                                            | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockFireworkBox                         |     228 |    false |    4124 |         0 | Firework Box                                                 | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockFishingNet                          |     286 |    false |    4181 |         0 | Fishing Net                                                  | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockFlax                                |     273 |    false |    4168 |         0 | Flax Plant                                                   | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockFluidCollector                      |     295 |    false |    4190 |         0 | Fluid Collector                                              | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockFluidPlacer                         |     294 |    false |    4189 |         0 | Fluid Placer                                                 | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockFurnaceDouble                       |     283 |    false |    4178 |         0 | Powered Furnace                                              | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockFurnaceSolar                        |     287 |    false |    4182 |         0 | Solar Panel                                                  | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockGiantChest                          |     278 |    false |    4173 |         0 | Small Storage Crate                                          | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockGiantChestLarge                     |     280 |    false |    4175 |         0 | Large Storage Crate                                          | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockGiantChestMedium                    |     279 |    false |    4174 |         0 | Medium Storage Crate                                         | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockGreenhouseGlass                     |     290 |    false |    4185 |         0 | Greenhouse Glass                                             | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockGrinder                             |     281 |    false |    4176 |         0 | Crusher                                                      | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockGrinderDouble                       |     282 |    false |    4177 |         0 | Double Crusher                                               | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockHeatCollector                       |     288 |    false |    4183 |         0 | Heat Collector                                               | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockInputter                            |     284 |    false |    4179 |         0 | ESD (Existing Stuff Donator)                                 | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockInputterAdvanced                    |     285 |    false |    4180 |         0 | Advanced ESD (Existing Stuff Donator)                        | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockItemRepairer                        |     289 |    false |    4184 |         0 | Item Repairer                                                | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockItemViewer                          |     227 |    false |    4123 |         0 | Item Interface                                               | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockLampPowerer                         |     256 |    false |    4151 |         0 | Lamp Controller                                              | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockLaserRelay                          |     234 |    false |    4130 |         0 | Energy Laser Relay                                           | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockLaserRelayAdvanced                  |     235 |    false |    4131 |         0 | Advanced Energy Laser Relay                                  | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockLaserRelayExtreme                   |     236 |    false |    4132 |         0 | Extreme Energy Laser Relay                                   | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockLaserRelayFluids                    |     237 |    false |    4133 |         0 | Fluid Laser Relay                                            | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockLaserRelayItem                      |     238 |    false |    4134 |         0 | Item Laser Relay                                             | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockLaserRelayItemWhitelist             |     239 |    false |    4135 |         0 | Advanced Item Laser Relay                                    | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockLavaFactoryController               |     260 |    false |    4155 |         0 | Lava Factory Controller                                      | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockLeafGenerator                       |     242 |    false |    4138 |         0 | Leaf-Eating Generator                                        | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockMiner                               |     229 |    false |    4125 |         0 | Vertical Digger                                              | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockMisc                                |     276 |     true |    4171 |         0 | Pillar of Black Quartz                                       | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockMisc                                |     276 |     true |    4171 |         1 | Chiseled Block of Black Quartz                               | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockMisc                                |     276 |     true |    4171 |         2 | Block of Black Quartz                                        | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockMisc                                |     276 |     true |    4171 |         3 | Black Quartz Ore                                             | true   | oreQuartzBlack                                                            |
| Actually Additions                                 | actuallyadditions:blockMisc                                |     276 |     true |    4171 |         4 | Wood Casing                                                  | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockMisc                                |     276 |     true |    4171 |         5 | Block of Charcoal                                            | true   | blockCharcoal                                                             |
| Actually Additions                                 | actuallyadditions:blockMisc                                |     276 |     true |    4171 |         6 | Block of Enderpearl                                          | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockMisc                                |     276 |     true |    4171 |         7 | Casing                                                       | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockMisc                                |     276 |     true |    4171 |         8 | Ender Casing                                                 | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockMisc                                |     276 |     true |    4171 |         9 | Iron Casing                                                  | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockOil                                 |     309 |    false |    4204 |         0 | Oil                                                          | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockOilGenerator                        |     269 |    false |    4164 |         0 | Oil Generator                                                | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockPhantomBooster                      |     297 |    false |    4192 |         0 | Phantom Booster                                              | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockPhantomBreaker                      |     267 |    false |    4162 |         0 | Phantom Breaker                                              | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockPhantomEnergyface                   |     265 |    false |    4160 |         0 | Phantom Energyface                                           | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockPhantomLiquiface                    |     264 |    false |    4159 |         0 | Phantom Liquiface                                            | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockPhantomPlacer                       |     263 |    false |    4158 |         0 | Phantom Placer                                               | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockPhantomRedstoneface                 |     266 |    false |    4161 |         0 | Phantom Redstoneface                                         | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockPhantomface                         |     262 |    false |    4157 |         0 | Phantomface                                                  | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockPillarQuartzSlab                    |     307 |    false |    4202 |         0 | Black Quartz Pillar Slab                                     | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockPillarQuartzStair                   |     304 |    false |    4199 |         0 | Black Quartz Pillar Stairs                                   | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockPillarQuartzWall                    |     301 |    false |    4196 |         0 | Black Quartz Pillar Wall                                     | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockPlacer                              |     292 |    false |    4187 |         0 | Auto-Placer                                                  | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockPlayerInterface                     |     226 |    false |    4122 |         0 | Player Interface                                             | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockQuartzSlab                          |     305 |    false |    4200 |         0 | Black Quartz Slab                                            | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockQuartzStair                         |     302 |    false |    4197 |         0 | Black Quartz Stairs                                          | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockQuartzWall                          |     299 |    false |    4194 |         0 | Black Quartz Wall                                            | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockRangedCollector                     |     240 |    false |    4136 |         0 | Ranged Collector                                             | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockRice                                |     271 |    false |    4166 |         0 | Rice Plant                                                   | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockShockSuppressor                     |     224 |    false |    4120 |         0 | Shock Absorber                                               | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockSmileyCloud                         |     243 |    false |    4139 |         0 | Smiley Cloud                                                 | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockTestifiBucksGreenFence              |     251 |    false |    4147 |         0 | Ethetic Green Wall                                           | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockTestifiBucksGreenSlab               |     249 |    false |    4145 |         0 | Ethetic Green Slab                                           | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockTestifiBucksGreenStairs             |     247 |    false |    4143 |         0 | Ethetic Green Stairs                                         | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockTestifiBucksGreenWall               |     245 |    false |    4141 |         0 | Ethetic Green Block                                          | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockTestifiBucksWhiteFence              |     252 |    false |    4148 |         0 | Ethetic Quartz Wall                                          | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockTestifiBucksWhiteSlab               |     250 |    false |    4146 |         0 | Ethetic Quartz Slab                                          | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockTestifiBucksWhiteStairs             |     248 |    false |    4144 |         0 | Ethetic Quartz Stairs                                        | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockTestifiBucksWhiteWall               |     246 |    false |    4142 |         0 | Ethetic Quartz                                               | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockTinyTorch                           |     223 |    false |    4119 |         0 | Tiny Torch                                                   | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockTreasureChest                       |     257 |    false |    4152 |         0 | Treasure Chest                                               | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockWild                                |     298 |     true |    4193 |         0 | Wild Canola                                                  | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockWild                                |     298 |     true |    4193 |         1 | Wild Flax                                                    | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockWild                                |     298 |     true |    4193 |         2 | Wild Rice                                                    | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockWild                                |     298 |     true |    4193 |         3 | Wild Coffee                                                  | true   |                                                                           |
| Actually Additions                                 | actuallyadditions:blockXPSolidifier                        |     244 |    false |    4140 |         0 | Experience Solidifier                                        | true   |                                                                           |
| Advanced Generators                                | advgenerators:Control                                      |    2549 |    false |    8095 |         0 | Redstone Control Module                                      | true   |                                                                           |
| Advanced Generators                                | advgenerators:EfficiencyUpgradeTier1                       |    2550 |    false |    8096 |         0 | Fuel/Air Mixer                                               | true   |                                                                           |
